"data_cid","movie_id","user_url","nick_name","time","content","stars","valid_votes"
"1398555180","27622447",https://www.douban.com/people/xilouchen/,西楼尘,"2018-07-02 17:32:29",最费力的成长留在树上的只有壳，最狰狞的伤口留在皮肤的只有疤。最动人的烟火绽在空中看不到，最深沉的感谢飘进风中听不清。你教我食物最美味的吃法，却教我获得食物最羞耻的手法；我学会祈祷最灵验的手势，也学会用来祈祷最不齿的心愿。我在商店里偷换掉童年，你在泥土里掩埋了伤疤，而我们组成了家。,"4",26110
"1393872614","27622447",https://www.douban.com/people/yimaxxduck/,姨妈的鸭,"2018-06-23 12:34:42",比起放下手机，这本电影在观影时需要观众做的第一步是：放下三观。,"4",6625
"1424158302","27622447",https://www.douban.com/people/satan163/,艾晨,"2018-08-02 11:11:17",电影节给了4星，点映二刷改五星。删减只影响心情，不影响剧情。这是一部看着温情，实则让人绝望的电影。六个人，包含人生各个阶段，小女孩也许就是他们的过去，老奶奶也许就是他们的未来。你说这个世界会好吗？这些人从生到死，无人知晓；被弃苟活，步履不停。临时的家人组成羁绊，相互取暖；真正的至亲者却活在谎言之中，不闻不问。就是这样一种“陌路虽有爱，亲者皆祸害”的循环让你心寒至极。,"5",2818
"1425214920","27622447",https://www.douban.com/people/1233038/,frozenmoon,"2018-08-03 13:16:57",这家庭成员的关系如此戏剧又如此恬淡。奶奶一边说，血缘真是挣不破啊，一边看着海边毫无血缘关系的“家人”快乐的玩耍，家庭的意义、基础、决定性的根底到底是什么呢？镜头下没有高楼大厦、流光溢彩，一群人鼠蚁般生活在逼仄的房间里，冬天瑟瑟发抖，夏天汗水岑岑，吃偷来的食物，用偷来的香波。温暖来自于哪里？援交客人的拥抱和眼泪，教孩子叫自己一声爸爸，一家人齐整地在屋檐下仰望烟花，一座座小小孤岛连得成大陆吗？他们一家...,"4",2182
"1376322424","27622447",https://www.douban.com/people/shuixia1825/,水怪,"2018-05-20 03:15:01",有援交和啪啪戏，希望局里不要一叶障目，淫者见淫啊。不知内地哪家片商买了，棕榈叶至少增量两千万票房。情绪感染到位，收尾看哭全场。尽管都是被社会遗弃的多余之人，依然还是要努力生活呀。,"5",2420
"284717063","1292337",https://www.douban.com/people/qijiuzhiyue/,桃桃林林,"2010-08-21 11:04:04",真是可爱的孩子啊。从《距离》之后，是枝裕和的电影就越来越生活化，有些纪实的风格，琐碎的生活细节，两个小孩甚至算不上表演，即兴发挥的表演也让这部电影充满了生活气息。更难得的是，面对这种狗血的题材，是枝裕和却并没有煽情和大喊大叫，只是让所有角色一起忍耐、承受着，连同观众一起,"5",1989
"233421270","1292337",https://www.douban.com/people/bonbon2046/,susiehan,"2010-04-03 13:25:37",埋葬妹妹时，黑暗中特写哥哥微微颤抖的手，那是一双12岁男孩的小手，它将土慢慢撒到箱子上。死亡的主题再次让人动容。真正理解的生命的人不会在死亡面前别过头去，真正勇敢的人即使在不断的失去中也能找到安顿自己生命的力量，但当这种坚韧出现在这些无人知晓的孩子身上的时候，却只让人感到生之残酷,"5",1362
"412318747","1292337",https://www.douban.com/people/yuyan545/,亚比煞,"2011-07-10 08:13:13",初工作时认识一位同事，有次一起出差时他忽然对我说起，他从小是被遗弃的孤儿，曾在垃圾堆捡废品为生，那是个夏天，他说话时常走在我前面，白衬衫上有星点的汗印。昨夜看此片，明在午夜霓虹中奔跑的身影，又让我想起他那件刺眼的白衬衫，一瞬间心酸莫名。这些，都是在世界的某个角落里，真实的人生啊。,"5",1258
"462870857","1292337",https://www.douban.com/people/zishuiyilan/,薇羅尼卡,"2011-12-25 22:14:42",为什么一部如此沉重哀伤的电影，要用如此平淡甚至轻快的笔调来描述？无法上学、无人疼爱、停水断电、缺衣少食，甚至最后面临死亡。但是不是日复一日的生活会让我们变得麻木？亦或者是变得坚强。一人でも生きている。,"5",501
"527621443","1292337",https://www.douban.com/people/little_cupid/,"37°2","2012-05-03 22:50:12",为什么可以把抛弃和压抑拍得这么美，这么安静。小小的生命被装在箱子里，带进这个家，最后又被拖了出去，连同箱子一起埋葬，无人知晓。“单亲妈妈有追求幸福的权利吗?” 希望世上不要再有问出这样残酷问题的母亲，既然将无辜的生命带来世上，请守护他们到底吧！,"5",266
"993677374","25895901",https://www.douban.com/people/luhua/,芦哲峰,"2015-12-31 10:35:49",娶大姐为妻，和二姐谈恋爱，把三妹当妹妹，生一个四妹这样的女儿。我爱这温暖治愈的四姐妹，像爱我用心写过的四首诗。,"5",7768
"994840071","25895901",https://www.douban.com/people/aixiaoke/,艾小柯,"2016-01-02 22:48:45",与期待值相差太大——是枝欲和没能拍出小津式的日本家庭生活的精髓，仅仅停留在了视觉美好的表层。这虽比《小森林》系列的风景明信片要精致有趣得多，但本质上二者拍摄的理念是一样的。这可远非他的最高水平，是枝欲和再接再厉啊，请千万不要沦为kitsch之流。,"3",272
"1069466208","25895901",https://www.douban.com/people/62675594/,赫恩曼尼,"2016-08-03 21:32:10",日本的电影总是这么安安静静的，就把一个稀松平常的故事讲得动人。铃子真美。时常遗憾自己没有过那么美丽的15岁，能和朋友在船上看烟花，在喜欢的人的自行车后座上穿过樱花隧道，和一群爱自己的姐姐生活，喝着梅子酒，把脚印留在沙滩上。我的15岁，只有无穷无尽的习题和几乎把人压垮的考试。,"4",369
"987858465","25895901",https://www.douban.com/people/beiliya/,沉歌,"2015-12-16 13:21:40",我的年度最佳日影，是枝裕和拍家族片已臻于化境。镰仓旧居的线香花火里散淡描写的家族人情又不失生活感、淡化缺失、淡化戏剧性、带着故事的食物、充满仪式的日常，这才是最地道最细腻的日本。气质最合拍的竟然是向来浮夸的丝丝。,"4",243
"921805103","25895901",https://www.douban.com/people/yangshuangblue/,牛腩羊耳朵,"2015-05-13 22:21:01",#Cannes2015#是枝裕和把他拿手的日本家庭戏推到了一种极致，在依然隽永淡然温柔的手法和镜头下，没有父母的四个姐妹在镰仓海边组成了如梦幻般美好亲密的家庭，对待父母一代的怨愤之情和各自的个人问题消解在了甜蜜无边姐妹情感中。无比丰富的日本普通人生活细节与如画似卷的帧帧风景，美不胜收。,"4",164
"1092320037","26694988",https://www.douban.com/people/copenlee/,暹罗copen,"2016-10-02 22:57:26",是枝裕和是一個神奇的導演，他的電影像是什麼都沒說，看完的我卻聽到了很多。,"5",2845
"1120195771","26694988",https://www.douban.com/people/114515320/,谢飞导演,"2016-12-12 10:58:52",“电影编导只要开掘，每一件琐碎的事都将变成一个金矿。”多年前意大利编导柴伐梯尼这样说，也这样做过。日本是枝裕和今年的新片子《比海更深》就是这样一个标本：一个月一次的离婚父亲的见子日，被开掘出了多么光彩、丰富的金子啊！我们的电影人缺少这样的功力与情怀。,"5",1236
"1056564188","26694988",https://www.douban.com/people/seancheung/,sean cheung,"2016-06-29 12:46:21",片名來自鄧麗君「別離的預感」，笑對失敗的人生，大概才是催淚的最高境界吧。而是枝裕和，有多少中年男人，他就可以拍多少電影。每一個人物設定都下了很多功夫，創造一個海洋，只拍一滴水。,"4",786
"1116878935","26694988",https://www.douban.com/people/flowermumu/,欢乐分裂,"2016-12-04 16:53:59",台风过后生活照旧，新干线依然在拐弯处交汇错开，比海更深的爱和幸福或许并不存在，可彼此的羁绊总能让我们重新出发；金句闪现佳篇天成，砍斫戏剧枝节，磨平起落悲笑，展现日常底色，慢火炖成并不温情的鸡汤；父母曾是我们头顶的树荫，后来铺成脚底坚实的路基，人生路上步履不停。,"4",124
"1113375933","26694988",https://www.douban.com/people/qiaomai/,荞麦,"2016-11-25 23:25:34",从没爱一个人比海更深，然而家庭关系血缘关系，却真的比海更深……,"5",127
"1395925229","30170448",https://www.douban.com/people/xilouchen/,西楼尘,"2018-06-27 14:18:36",见过游乐园女神被扒光，洗过沾了鲜血的衣服，听过蜘蛛侠变成蟑螂侠的传闻。才知道美丽会变丑陋，纯净会变脏臭，英雄泯然众人，自己却无能为力。把童贞交给世界，用匕首刺穿丑陋，靠起诉状告父母，挤笑脸嘲弄命运。赞恩把婴儿交给男人，才明白自己谁都保护不了。他就站在破败的街角，仿佛人生走到尽头。,"5",16739
"1391093411","30170448",https://www.douban.com/people/ks_Epilogue/,喂你这是,"2018-06-17 20:53:58",人类究竟为什么对生育有这么大的执念？,"4",7432
"1375158287","30170448",https://www.douban.com/people/vividtime/,LORENZO 洛伦佐,"2018-05-18 04:44:54",这题材...这手法...锁定奥斯卡外语片提名。小男主的表演太厉害了！有点煽，可看性很高但艺术层面低些。技巧很干净，但偶见被安排的剧情。希望有更多人看到这部电影。,"4",1628
"1375153547","30170448",https://www.douban.com/people/qijiuzhiyue/,桃桃林林,"2018-05-18 03:38:02",小男孩非常突出，不知能不能冲下影帝。制作还不错，不过剧作人为痕迹还是太重，想要照顾更多，反而觉得有些过。煽情也有点多，属于催泪系。,"3",673
"1375163182","30170448",https://www.douban.com/people/chen1988/,陈凭轩,"2018-05-18 06:10:23",这才是能跟李沧东PK的啊，其他都够不到。,"5",645
"1084722006","25958717",https://www.douban.com/people/liujunhe123/,怂囧小赫,"2016-09-14 20:22:29",人至善，景至美，故事细腻，淳朴动人，人生本该如此，温情永存，何惧苦难？,"5",5101
"1075161941","25958717",https://www.douban.com/people/PandaMovieMusic/,Panda的影音,"2016-08-19 11:40:02",难怪看到片名有种莫名的熟悉感，看正片后才知道这与高畑勲导演、宫崎骏担任场面设定的动画片《阿尔卑斯山的少女》改编自同小说《海蒂》，简直惊喜到不行。……故事温情脉脉，风景怡情养目，一段醉我心脾的观影历程。……有时，我以为看过几千部电影，会审美疲劳，可当碰到心仪之作依然能看得身心愉悦。,"5",2789
"1084489473","25958717",https://www.douban.com/people/SplendidLife/,Valley,"2016-09-15 01:12:53",“大家都笑我，因为我想写故事”“那是因为大家知道的太少，而你看过更大的世界。如果你觉得这个世界有那些东西会让你快乐，就去做，无论别人说什么”,"4",1707
"1075500606","25958717",https://www.douban.com/people/49289313/,我是大皮哥,"2016-08-20 12:05:56","愿意穷尽这一生，去守护海蒂洁白无瑕的笑容。Peter失手推下山的轮椅，反而成了帮助Klara重新站起来的助力，真的给人一种生命的美好会创造无限miracle的感觉。“If something in life brings you joy, then you simply have to do it, regardless of what people say.”","3",939
"1085829248","25958717",https://www.douban.com/people/sallen0948/,万物静默如初,"2016-09-18 17:34:00",想说的是：这才是人生中最美好的童年时光。,"5",668
"341399152","2222996",https://www.douban.com/people/2151824/,达到厂,"2011-01-17 14:45:59",日本的家庭电影已经是世界巅峰了，步履不停是巅峰中的佳作。,"5",2243
"351630193","2222996",https://www.douban.com/people/airan712/,Q。,"2011-02-09 21:29:47","""你才25岁，你可以成为任何你想成为的人。""剧情没有什么起伏，不温不火，朴实平淡的对话，安静的生活，温馨的生活细节，这样讲出来的故事，总是娓娓动人。生命依旧不停的在循环，平淡、责任、羁绊、也许，这也叫做人生吧。当最后那只黄粉蝶飞出来的时候，却让人眼泪止不住的在流。★★★★☆","4",1718
"222525003","2222996",https://www.douban.com/people/2434887/,丁一,"2010-02-27 11:28:48","夏至横山家，
小津屋檐下，
周围二三事，
外婆炸玉米，
攀折紫薇花，
追逐黄蝴蝶。
淡然疗心伤，
四肢渐愈合。
有了伴的路，
步履停一停；
牵了手的手，
岁月不回头。
","4",1282
"279411340","2222996",https://www.douban.com/people/wenzel/,文泽尔,"2010-08-07 05:33:06",试图用一个特殊的日子来讲述横山家数十年来的漫长岁月，不运用任何插叙，只是让时间一点点流过，从各人间的对话中了解这个家庭久远已逝的一切哀痛压抑温馨喜悦，然后日子还得淡淡前行。每个人物都刻划得立体有力，但是片长四分之三再往后有些情节：如蝴蝶入屋、孩子晨祈愿、多年后生孩子也开车等稍刻意,"4",635
"351382389","2222996",https://www.douban.com/people/yuyan545/,亚比煞,"2016-07-23 09:41:11",听说蝴蝶如果能够熬过一个冬天，来年就会变成黄色。从此，我每次看到黄色的蝴蝶，心里就会难过。,"4",401
"802427454","10571509",https://www.douban.com/people/emptyvonne/,磨剪子嘞锵菜刀,"2014-05-02 20:33:08",小时候也被抱错了，不过很早就发现被换了回来，刚问我妈要是当时没发现养大了以后还会换吗，我妈斩钉截铁的说，当然换！我说要发现我现在是抱错的也换吗，我妈继续斩钉截铁的说，换啊必须换啊！尼玛好受伤，感情在哪里啊T^T,"4",1611
"800828283","10571509",https://www.douban.com/people/qijiuzhiyue/,桃桃林林,"2014-04-27 12:18:30",这是一个学会做父亲的过程。果然没有办法很理性地看待这种片子，尤其在为人父之后。血缘或是亲情，真是让人纠结的事情。虽是个不稀奇、略狗血的话题，却仍在是枝裕和的空镜与不紧不慢里带出些感悟。片中有很多颇用心的细节，想起来很让人感动。朝夕相处的感情，哪能说断就断啊。,"4",485
"786012602","10571509",https://www.douban.com/people/renjiananhuo/,邓安庆,"2014-04-26 18:49:09",谁调换了我的父亲(港) / 我的意外爸爸(台) ，港台的翻译真不如《如父如子》这个译名来得这么有韵味。,"4",491
"737001869","10571509",https://www.douban.com/people/sophie1900/,兒子,"2013-10-19 18:23:02",像一个特别温暖的拥抱,"5",291
"731177209","10571509",https://www.douban.com/people/xiza/,给我个电话亭，我要拯救地球！,"2013-10-01 11:36:49","NYFF2013 そして父になる、如父如子、Like Father, Like Son，光看名字鼻子就酸了……大催泪弹，后半段此起彼伏的吸鼻涕声……庆多这个小孩子黑眼仁好大，简直成咒怨了，搞得我前面老是出戏=_=||","5",133
"113958580","1292329",https://www.douban.com/people/tjz230/,影志,"2009-04-18 21:34:49",那一霎那我什么也没做，只是捅了你一刀。“原来你跟他们一样，对我好就是想改变我。你好可笑啊，你以为你是谁啊？我和这个世界一样是不可改变的…”,"4",1534
"3258862","1292329",https://www.douban.com/people/flowermumu/,欢乐分裂,"2006-05-26 19:04:39",从那一刻起，我爱上所有类似张震的男子。,"5",874
"371540","1292329",https://www.douban.com/people/Uvo/,私享史,"2005-10-07 00:53:12",如果小四最后听从姐姐而去了教堂，也许结局不是那么悲怆……,"4",706
"1037285950","1292329",https://www.douban.com/people/26384755/,拐子流星锤,"2016-05-01 17:10:13",太讲究了，红楼梦式的电影，巨细无遗，每一个人每一个细节都照顾到了，真是天才,"5",681
"895088704","1292329",https://www.douban.com/people/also57/,"57","2015-02-19 22:54:08",这不是我的青春，也不觉得这是青春片，刀上是他的父辈、整个台湾、近代日本和中国的债务。依然惊叹于杨德昌的解释力，他对于一桩犯罪的理解程度，可以达到史诗的厚度。有些电影就是希望它长一点再长一点，它替代并超过了你的人生。在改变世界的赤子之心被杀死之后，现代社会开始了。最爱的导演。,"5",410
"791569064","1291818",https://www.douban.com/people/nikenike/,吓围一姐小渡边,"2014-03-29 10:32:04",你个杀千刀滴老朱，我以为你要勾引我，原来你是要拐走我滴女儿！,"5",5051
"6414737","1291818",https://www.douban.com/people/rakumm/,匡轶歌,"2006-10-19 17:00:43",李安最好的作品。太流畅了，调遣得宜，全无废句。,"5",3024
"690944364","1291818",https://www.douban.com/people/miaosi51/,DJ Katze,"2013-06-10 11:50:47",看完之后我就想当一辈子的姗姗。,"5",3035
"588355334","1291818",https://www.douban.com/people/2386807/,土豆泥,"2012-10-06 23:01:10",我也是看完这部最后笑了的人之一，两个多小时的片子却一点也不觉得长，重要的事情发生的时候都有一桌丰盛的美食，原来这就是饮食男女，我们要吃饭，我们也要生活，生活怎么能总是波澜不惊呢，必须是有着很多的问题。没有一颗细腻的心是没办法拍出这样细腻的片子的。,"5",2626
"156300669","1291818",https://www.douban.com/people/conanemily/,米粒,"2012-07-08 08:04:05",果然最后又是爸爸放大招了，不要小瞧爸爸啊！老爷子说自己的生活不能像做菜一样，材料齐全了才下锅；而这部电影也像是做菜，这里一点料，那里一点料，加起来便全是生活的滋味了。这大概是李安最好的剧本了吧！细腻又不造作，极品好电影。看得极饿。,"5",848
"116612264","1291568",https://www.douban.com/people/honggez/,鸽仔,"2009-04-28 13:15:52",“兒女們未必不愛自己的父母，他們相信自己是愛的，但卻在日常生活的淘洗中漸次失蹤了那份感情，愛與尊敬只剩下一個自以為是的幻影。”,"5",1888
"49908346","1291568",https://www.douban.com/people/steambreaddies/,阿扎,"2008-07-20 13:13:21",东京看过了，热海也看过了，我们可以回家了。,"5",983
"2142247","1291568",https://www.douban.com/people/zishuiyilan/,薇羅尼卡,"2010-12-12 13:48:45",刚开始的几幕，觉得极做作，哪有众人说的这般好？再耐心看下去，方发觉，在表面的客套和微笑下，内心深处的悲凉。“其实我们是很幸福的。”“是啊，其实我们是幸福的呢！”等到我老时，也会这样和老伴相视而笑么？,"5",623
"207852474","1291568",https://www.douban.com/people/youngman/,youngman,"2010-02-01 23:56:47","京子：哥哥姐姐们应该再多待几天的
　　纪子：大家都很忙啊。
　　京子：可这样太自私了。只顾着自己，马上就回去了。
　　纪子：这是没办法的事啊，因为他们有工作。
　　京子：可嫂子你不是也有工作么？他们太自私了。
　　纪子：可是，京子啊……
　　京子：妈妈一死就要拿东西做纪念，我一想","5",371
"23410191","1291568",https://www.douban.com/people/1159861/,乔柳,"2007-11-07 19:16:30",生活总是让人失望的,"5",354
"141838","1291875",https://www.douban.com/people/tjz230/,影志,"2006-01-08 05:13:12",“我的故事总是发生在夏天。炎热的气候使人们裸露得更多，也更能掩饰心中的欲望。那时侯，好像永远是夏天，太阳总是有空出来伴随着我，阳光充足，太亮，使得眼前一阵阵发黑”——电影《阳光灿烂的日子》开场对白,"5",4693
"56389","1291875",https://www.douban.com/people/Cherry/,Cherry,"2005-07-12 16:59:05",别人说这部片子很绝望，我看到的只是与我无关的，男生的青春期,"3",2814
"3093683","1291875",https://www.douban.com/people/w85824/,巴乌,"2006-05-18 21:52:40","90年代最伟大的电影之一","5",891
"1100901068","1291875",https://www.douban.com/people/ctt19950905/,北山公园,"2016-10-23 09:55:11",整部影片看下来也没有多感慨，毕竟我的青春和他相距甚远。,"4",663
"928376000","25814705",https://www.douban.com/people/ranwei/,南笙,"2015-06-04 14:03:41",那些静得只能听见呼吸的日子里，你明白孤独即生活。,"5",7590
"915852832","25814705",https://www.douban.com/people/duduxiongzhifu/,嘟嘟熊之父,"2015-04-24 12:11:46",劳作令人无暇烦恼，片中的人物时而离凡世很远，时而又触手可及。我们有舌尖上的中国，通篇累述奉献、感恩，手艺传承和文化气节，却没人教导我们劳作本身的意义。一屋一田一人食，已是最令人羡慕的事。,"5",1100
"919135959","25814705",https://www.douban.com/people/zhangzongqian/,亵渎电影,"2015-05-04 22:46:15",吃货妹子的《瓦尔登湖》，很闲适的小散文一般清新怡人，拍的不仅仅是故事，而是一种生活方式，这种乡村田园生活倒是很让人向往，很多时候估计也就是向往了，因为我们很多人都过着被别人杀了，还吐槽杀人方式的人生。,"3",701
"915920426","25814705",https://www.douban.com/people/juzixuancao/,沈书枝,"2015-04-24 16:57:29",会自己动手做四时农活的回乡，才是真回乡。不过日本乡下的生活条件，又要远远便利于我国啊。,"4",349
"768486839","25814705",https://www.douban.com/people/lowsong-e/,一 | 一,"2015-02-02 13:15:18",清新的画面配上无机质的声音演奏一曲乡间农作与美食的小调，琐碎日常加回忆这种不经意的生活感（可能是错觉）让人欲罢不能。故事有一个逃避的开头愿会有面对的结局。,"5",145
"474620635","4832288",https://www.douban.com/people/zishuiyilan/,薇羅尼卡,"2011-12-27 21:42:19",该怎么形容呢？整部电影的调子就像是已经绝迹的轻羹，初尝时味道淡淡的，到后来才品出来香。临到最后关头放弃了自己愿望的航一，到底是为了这个世界，还是觉出了其实也许世上并没有奇迹可言。,"4",516
"463480411","4832288",https://www.douban.com/people/qijiuzhiyue/,桃桃林林,"2011-11-29 21:07:52",每个童年都有个天真的愿望。难得的一部很轻松、不忧伤的是枝欲和电影。哥儿俩的演员都非常有戏，尤其哥哥，明明是个小孩，却是个天然呆加成人脸；弟弟则是永远乐呵呵加偶尔没心没肺。命题作文都能拍得这么有趣、不突兀，换国内果断主旋律加正义凌然老局长了。可爱又有些感动。棒！,"4",429
"406478470","4832288",https://www.douban.com/people/conanemily/,米粒,"2012-05-08 10:55:18",两列火车相遇前，突然世界静下来，荧幕上出现的是生活中那些被忽视却最美好的细节：怒放的野花，蓬勃的树苗，肩上的尘土，手里的种子。然后呼啦啦的，大家冲着呼啸的火车喊出愿望，我鼻子一下就酸了。太美好了。想见的人，就坐上下一趟列车去见他。第一次在影院看是枝裕和，好！,"5",297
"470854372","4832288",https://www.douban.com/people/windbo/,云中,"2011-12-18 14:39:31",越往后越好,"5",58
"503461720","4832288",https://www.douban.com/people/ptag123/,不良,"2012-03-03 17:35:20",味道不是淡，是醇厚，越嚼越觉得滋味好。这是我对是枝裕和的印象。,"4",58
"965597","1291583",https://www.douban.com/people/zyl622/,寂地,"2006-01-01 17:25:51",不看人生不圆满!!!宫爷爷的所有电影都是!,"5",1387
"4162164","1291583",https://www.douban.com/people/bladerunner2/,大宸,"2006-07-18 13:48:28",很美 无法忘记配乐,"5",727
"57410514","1291583",https://www.douban.com/people/airan712/,Q。,"2008-09-01 09:45:42",好电影从来都不会因为岁月的流逝而失去它的味道，反而会越来越香醇，一如地窖里的酒。久石让的音乐堪称完美，画面虽是手绘，但亲切感十足，故事背景细节丰富，人物刻画生动，还有区别于一般动画的深刻主题。★★★★☆,"5",760
"14163547","1291583",https://www.douban.com/people/Cutebabyblue/,单线程青年,"2007-05-12 09:18:29",喜欢工业革命时期笨拙又功能性的全机械化的东西，觉得发明家很了不起,"5",489
"1318815231","1291583",https://www.douban.com/people/172535155/,甜鱼拌饭酱,"2018-02-05 10:47:26",佩服宫崎骏的想象力，电影中的某些情节还历历在目，是部非常不错的动漫电影，弦乐很动听！,"4",331
"1078592631","26683290",https://www.douban.com/people/39959377/,空気嫁,"2016-08-28 15:57:13",错过和努力才是爱和青春的墓志铭,"5",5400
"1082522603","26683290",https://www.douban.com/people/nezhaboy/,哪吒男,"2016-09-08 17:48:31",你我相逢在黑夜的空中，你有你的我有我的方向，你记得也好，最好你忘掉，在这交会时互放的光亮。,"4",2295
"1082660305","26683290",https://www.douban.com/people/naocanqiang/,隆咚锵,"2016-09-09 01:39:10",先写下 我爱你 再到世界尽头找你的名字,"5",1795
"1080809916","26683290",https://www.douban.com/people/suuunino/,紫苏バジル,"2016-09-03 19:58:35",聚结成状，交错纠缠，时而回转，中断，却又再次续接。这就是组纽。这就是时间。这就是结。黄昏，不是白昼亦不是夜晚，是我努力却看不清你的脸。たそがれ、誰そ彼。我已记不得你的名字，却还记得喜欢你。,"4",1293
"1111930028","26683290",https://www.douban.com/people/49213881/,华盛顿樱桃树,"2016-11-21 22:41:39",到底该在哪里哭？？！！很悲哀，我已铁石心肠：）,"3",1369
"19633237","1849031",https://www.douban.com/people/phoebe4ever/,囍夭夭,"2009-04-06 20:40:29",看到开头就知道结局，不过这并不重要，重要的是过程。。。最感人的不是赢得职位，而是在厕所里捂住儿子的耳朵。。。作为一名容易感情用事的中国观众，感动比励志对我来说更重要=。=,"4",5005
"101471888","1849031",https://www.douban.com/people/nirvanasky/,Song³,"2009-03-05 20:38:22","There is no ""why""　in happiness, there is an ""I""
里面立志的桥段很多，比如说打篮球时候威尔对他儿子说的话.这是中国父母需要学到的...尽可能地给孩子一个美好的世界.","5",2445
"9780077","1849031",https://www.douban.com/people/microblue/,半袖,"2007-01-28 00:42:12","孩子母亲颤抖着说你会照顾好他；
装扮成时光机器来安抚孩子，子夜洗手间中独自哭泣；
“你是个好爸爸”，孩子说。
看电影的时候，我的手经常不自觉的紧握着，为那揪心的困窘。
幸福在这里敲门了，可是那些没有被敲门的人呢？","5",1751
"516372857","1849031",https://www.douban.com/people/xseac/,小海,"2012-04-04 18:24:29",想起来徐本禹说的那句话：”你穷，别人会同情你，但你一直穷，别人不会一直同情你的。“《幸福来敲门》虽然算不上是完美的励志片，但它至少教会我一点，不要把自己经历过的事儿当个事儿，即使能感动他人，这些也什么都不是。把这些扔在脑后，让生命爆发出战斗力，去击败一切，才是真正动人的感人故事。,"5",714
"31614382","1849031",https://www.douban.com/people/womanwendy/,青猫,"2008-02-17 16:59:01",除了幸福 什么都能放弃 一定要幸福 和自己喜欢的人在一起 做自己喜欢的事,"5",550
"2974513","1301753",https://www.douban.com/people/Len./,恶魔的步调,"2006-05-13 08:01:49",hakunamatata,"5",1650
"1104848186","1301753",https://www.douban.com/people/153183067/,股神看不懂,"2016-11-02 22:31:06",经典之所以称之为经典正是因为他无法复制，狮子王就是这样的经典，每一个细节都那么出色，每个音乐都那么动听，恰到好处的搞笑和贯彻始终的感动。这样的片子不管放到什么时候都不会落伍，因为他本身就是传奇,"5",546
"1167855649","1301753",https://www.douban.com/people/158123544/,炫3D,"2017-03-22 11:18:42",这部动画绝对是经典，内容积极向上，音乐无可挑剔。,"5",224
"2128686","1291561",https://www.douban.com/people/zishuiyilan/,薇羅尼卡,"2006-03-27 15:13:36",自认为是宫崎骏最好的一部。| 2019.6.22 大银幕重温，感谢造梦者。,"5",6974
"28429880","1291561",https://www.douban.com/people/jimo/,老鸡｜扶立,"2008-01-10 16:32:20",莫贪吃！贪吃变成猪！,"5",3798
"46227612","1291561",https://www.douban.com/people/xmsgjqr/,白羽,"2008-06-23 17:36:04","又是个成人动画,估计大部分中国观众很难体会什么.","5",2820
"1830601860","1291561",https://www.douban.com/people/diewithme/,王大根,"2019-06-21 23:32:07","隔那么多年再看，还是会二话不说就爱上温柔的白龙，还是会被无脸男捧出的一把木牌打动，还是想坐在阁楼上边吃豆包边看电车从海上驶过，但是……再也说不出“想留在那样的世界再也不出来”的话了！愿幻想的世界里没有工作！
话说千寻现在也28岁了啊，不知道有没有和白龙重逢，如果按好故事的标准，应该是没有吧？她大概已经变成了普通的上班族，每天搭末班电车回家，只是在路过每一条河流时，会想起少女时曾经爱过一条龙。","5",2653
"7772062","1291561",https://www.douban.com/people/luanluanyu/,暖鱼,"2006-12-04 18:07:23",一个寻找自我或者自我复苏的过程,"4",2438
"213714549","3011091",https://www.douban.com/people/nina/,倪娜,"2010-02-06 19:55:52",被狗狗的一往情深击倒，和老公两个哭得稀里哗啦。今天抱着家里的狗亲了一天。,"4",7262
